sni_id,year,and_reg_foradl
el_gas,2000,0.0181110105923287
el_gas,2001,0.0211432995352337
el_gas,2002,0.020730288782362
el_gas,2003,0.0216813373857792
el_gas,2004,0.0241875595157155
el_gas,2005,0.0243928461171491
el_gas,2006,0.0237097406138452
el_gas,2007,0.0221536850544849
el_gas,2008,0.0270470997452427
el_gas,2009,0.0269826143273612
el_gas,2010,0.0283889987561464
el_gas,2011,0.026567957223147
el_gas,2012,0.0265597302621991
el_gas,2013,0.0250148162192297
el_gas,2014,0.0241630426961733
el_gas,2015,0.0210590954944926
el_gas,2016,0.0202771378534175
el_gas,2017,0.020165122039548
el_gas,2018,0.0192251230848233
el_gas,2019,0.0214784651858574
el_gas,2020,0.0200681453937688
el_gas,2021,0.0227998005922624
el_gas,2022,0.0317894445352748
el_gas,2023,
