sni_id,year,ant_kon
jord_skog,2006,
jord_skog,2007,
jord_skog,2008,
jord_skog,2009,70
jord_skog,2010,116
jord_skog,2011,102
jord_skog,2012,93
jord_skog,2013,119
jord_skog,2014,95
jord_skog,2015,86
jord_skog,2016,66
jord_skog,2017,69
jord_skog,2018,92
jord_skog,2019,107
jord_skog,2020,49
jord_skog,2021,55
jord_skog,2022,49
jord_skog,2023,67
parti_prov,2000,
parti_prov,2001,
parti_prov,2002,
parti_prov,2003,
parti_prov,2004,
parti_prov,2005,
parti_prov,2006,
parti_prov,2007,
parti_prov,2008,
parti_prov,2009,651
parti_prov,2010,520
parti_prov,2011,515
parti_prov,2012,549
parti_prov,2013,625
parti_prov,2014,575
parti_prov,2015,533
parti_prov,2016,456
parti_prov,2017,491
parti_prov,2018,501
parti_prov,2019,449
parti_prov,2020,517
parti_prov,2021,357
parti_prov,2022,435
parti_prov,2023,521
restaurang_cate,2000,
restaurang_cate,2001,
restaurang_cate,2002,
restaurang_cate,2003,
restaurang_cate,2004,
restaurang_cate,2005,
restaurang_cate,2006,
restaurang_cate,2007,
restaurang_cate,2008,
restaurang_cate,2009,424
restaurang_cate,2010,458
restaurang_cate,2011,456
restaurang_cate,2012,416
restaurang_cate,2013,436
restaurang_cate,2014,451
restaurang_cate,2015,424
restaurang_cate,2016,402
restaurang_cate,2017,484
restaurang_cate,2018,546
restaurang_cate,2019,586
restaurang_cate,2020,672
restaurang_cate,2021,572
restaurang_cate,2022,630
restaurang_cate,2023,761
tillverkning,2000,
tillverkning,2001,
tillverkning,2002,
tillverkning,2003,
tillverkning,2004,
tillverkning,2005,
tillverkning,2006,
tillverkning,2007,
tillverkning,2008,
tillverkning,2009,640
tillverkning,2010,519
tillverkning,2011,460
tillverkning,2012,489
tillverkning,2013,497
tillverkning,2014,458
tillverkning,2015,416
tillverkning,2016,376
tillverkning,2017,353
tillverkning,2018,383
tillverkning,2019,396
tillverkning,2020,387
tillverkning,2021,315
tillverkning,2022,327
tillverkning,2023,404
transport_mag,2000,
transport_mag,2001,
transport_mag,2002,
transport_mag,2003,
transport_mag,2004,
transport_mag,2005,
transport_mag,2006,
transport_mag,2007,
transport_mag,2008,
transport_mag,2009,369
transport_mag,2010,349
transport_mag,2011,318
transport_mag,2012,367
transport_mag,2013,393
transport_mag,2014,335
transport_mag,2015,338
transport_mag,2016,286
transport_mag,2017,292
transport_mag,2018,360
transport_mag,2019,345
transport_mag,2020,404
transport_mag,2021,343
transport_mag,2022,322
transport_mag,2023,406
utbildning_halso,2000,
utbildning_halso,2001,
utbildning_halso,2002,
utbildning_halso,2003,
utbildning_halso,2004,
utbildning_halso,2005,
utbildning_halso,2006,
utbildning_halso,2007,
utbildning_halso,2008,
utbildning_halso,2009,372
utbildning_halso,2010,406
utbildning_halso,2011,412
utbildning_halso,2012,446
utbildning_halso,2013,506
utbildning_halso,2014,519
utbildning_halso,2015,411
utbildning_halso,2016,390
utbildning_halso,2017,476
utbildning_halso,2018,559
utbildning_halso,2019,630
utbildning_halso,2020,546
utbildning_halso,2021,566
utbildning_halso,2022,581
utbildning_halso,2023,808
