sni_id,year,and_d_lop
el_gas,2000,0.77790547335153
el_gas,2001,0.800585794483769
el_gas,2002,0.779635768843194
el_gas,2003,0.78405320114312
el_gas,2004,0.798193694437239
el_gas,2005,0.81144812068055
el_gas,2006,0.8112627948499
el_gas,2007,0.794517099863201
el_gas,2008,0.829945030188339
el_gas,2009,0.839503306337767
el_gas,2010,0.855709798358496
el_gas,2011,0.848477859778598
el_gas,2012,0.835907833182381
el_gas,2013,0.819381094853379
el_gas,2014,0.821909043748919
el_gas,2015,0.788782513661202
el_gas,2016,0.79023543724059
el_gas,2017,0.795713547942847
el_gas,2018,0.785572156371683
el_gas,2019,0.809189273487453
el_gas,2020,0.794566217622833
el_gas,2021,0.801782027316603
el_gas,2022,0.824152025378233
el_gas,2023,
