sni_id,lan,year,ant_kon
bygg,6,2009,13
bygg,6,2010,7
bygg,6,2011,9
bygg,6,2012,14
bygg,6,2013,22
bygg,6,2014,12
bygg,6,2015,13
bygg,6,2016,7
bygg,6,2017,11
bygg,6,2018,12
bygg,6,2019,11
bygg,6,2020,13
bygg,6,2021,20
bygg,6,2022,12
bygg,6,2023,19
handel_med,6,2009,4
handel_med,6,2010,4
handel_med,6,2011,NA
handel_med,6,2012,NA
handel_med,6,2013,NA
handel_med,6,2014,4
handel_med,6,2015,4
handel_med,6,2016,4
handel_med,6,2017,NA
handel_med,6,2018,6
handel_med,6,2019,3
handel_med,6,2020,11
handel_med,6,2021,8
handel_med,6,2022,11
handel_med,6,2023,7
parti_prov,6,2009,10
parti_prov,6,2010,8
parti_prov,6,2011,10
parti_prov,6,2012,10
parti_prov,6,2013,6
parti_prov,6,2014,16
parti_prov,6,2015,8
parti_prov,6,2016,8
parti_prov,6,2017,4
parti_prov,6,2018,13
parti_prov,6,2019,6
parti_prov,6,2020,8
parti_prov,6,2021,7
parti_prov,6,2022,7
parti_prov,6,2023,14
detaljhandel_ut_mot,6,2009,21
detaljhandel_ut_mot,6,2010,13
detaljhandel_ut_mot,6,2011,11
detaljhandel_ut_mot,6,2012,15
detaljhandel_ut_mot,6,2013,19
detaljhandel_ut_mot,6,2014,13
detaljhandel_ut_mot,6,2015,15
detaljhandel_ut_mot,6,2016,17
detaljhandel_ut_mot,6,2017,18
detaljhandel_ut_mot,6,2018,17
detaljhandel_ut_mot,6,2019,12
detaljhandel_ut_mot,6,2020,16
detaljhandel_ut_mot,6,2021,17
detaljhandel_ut_mot,6,2022,20
detaljhandel_ut_mot,6,2023,15
transport_mag,6,2009,18
transport_mag,6,2010,9
transport_mag,6,2011,7
transport_mag,6,2012,11
transport_mag,6,2013,6
transport_mag,6,2014,3
transport_mag,6,2015,3
transport_mag,6,2016,NA
transport_mag,6,2017,3
transport_mag,6,2018,NA
transport_mag,6,2019,6
transport_mag,6,2020,4
transport_mag,6,2021,11
transport_mag,6,2022,7
transport_mag,6,2023,5
hotell_logi,6,2009,NA
hotell_logi,6,2010,NA
hotell_logi,6,2011,NA
hotell_logi,6,2012,NA
hotell_logi,6,2013,NA
hotell_logi,6,2014,NA
hotell_logi,6,2015,NA
hotell_logi,6,2016,NA
hotell_logi,6,2017,NA
hotell_logi,6,2018,NA
hotell_logi,6,2019,NA
hotell_logi,6,2020,NA
hotell_logi,6,2021,NA
hotell_logi,6,2022,3
hotell_logi,6,2023,NA
restaurang_cate,6,2009,6
restaurang_cate,6,2010,4
restaurang_cate,6,2011,3
restaurang_cate,6,2012,8
restaurang_cate,6,2013,11
restaurang_cate,6,2014,9
restaurang_cate,6,2015,5
restaurang_cate,6,2016,3
restaurang_cate,6,2017,4
restaurang_cate,6,2018,8
restaurang_cate,6,2019,8
restaurang_cate,6,2020,19
restaurang_cate,6,2021,11
restaurang_cate,6,2022,17
restaurang_cate,6,2023,12
information_komm,6,2009,3
information_komm,6,2010,NA
information_komm,6,2011,NA
information_komm,6,2012,3
information_komm,6,2013,NA
information_komm,6,2014,NA
information_komm,6,2015,4
information_komm,6,2016,5
information_komm,6,2017,4
information_komm,6,2018,4
information_komm,6,2019,6
information_komm,6,2020,NA
information_komm,6,2021,6
information_komm,6,2022,3
information_komm,6,2023,6
finans_fast,6,2009,13
finans_fast,6,2010,13
finans_fast,6,2011,14
finans_fast,6,2012,17
finans_fast,6,2013,16
finans_fast,6,2014,14
finans_fast,6,2015,5
finans_fast,6,2016,13
finans_fast,6,2017,12
finans_fast,6,2018,25
finans_fast,6,2019,13
finans_fast,6,2020,17
finans_fast,6,2021,19
finans_fast,6,2022,14
finans_fast,6,2023,25
utbildning_halso,6,2009,5
utbildning_halso,6,2010,5
utbildning_halso,6,2011,6
utbildning_halso,6,2012,6
utbildning_halso,6,2013,7
utbildning_halso,6,2014,13
utbildning_halso,6,2015,6
utbildning_halso,6,2016,5
utbildning_halso,6,2017,15
utbildning_halso,6,2018,7
utbildning_halso,6,2019,12
utbildning_halso,6,2020,8
utbildning_halso,6,2021,9
utbildning_halso,6,2022,15
utbildning_halso,6,2023,10
bransch_ospe,6,2009,8
bransch_ospe,6,2010,15
bransch_ospe,6,2011,11
bransch_ospe,6,2012,20
bransch_ospe,6,2013,11
bransch_ospe,6,2014,9
bransch_ospe,6,2015,5
bransch_ospe,6,2016,6
bransch_ospe,6,2017,9
bransch_ospe,6,2018,3
bransch_ospe,6,2019,8
bransch_ospe,6,2020,5
bransch_ospe,6,2021,6
bransch_ospe,6,2022,9
bransch_ospe,6,2023,4
jord_skog,7,2009,NA
jord_skog,7,2010,4
jord_skog,7,2011,5
jord_skog,7,2012,3
jord_skog,7,2013,7
jord_skog,7,2014,NA
jord_skog,7,2015,6
jord_skog,7,2016,NA
jord_skog,7,2017,3
jord_skog,7,2018,5
jord_skog,7,2019,8
jord_skog,7,2020,NA
jord_skog,7,2021,NA
jord_skog,7,2022,3
jord_skog,7,2023,NA
tillverkning,7,2009,22
tillverkning,7,2010,12
tillverkning,7,2011,10
tillverkning,7,2012,11
tillverkning,7,2013,19
tillverkning,7,2014,11
tillverkning,7,2015,17
tillverkning,7,2016,14
tillverkning,7,2017,4
tillverkning,7,2018,16
tillverkning,7,2019,11
tillverkning,7,2020,11
tillverkning,7,2021,5
tillverkning,7,2022,15
tillverkning,7,2023,7
bygg,7,2009,11
bygg,7,2010,14
bygg,7,2011,14
bygg,7,2012,22
bygg,7,2013,19
bygg,7,2014,21
bygg,7,2015,16
bygg,7,2016,20
bygg,7,2017,20
bygg,7,2018,19
bygg,7,2019,20
bygg,7,2020,22
bygg,7,2021,22
bygg,7,2022,17
bygg,7,2023,26
handel_med,7,2009,NA
handel_med,7,2010,NA
handel_med,7,2011,4
handel_med,7,2012,6
handel_med,7,2013,3
handel_med,7,2014,NA
handel_med,7,2015,6
handel_med,7,2016,4
handel_med,7,2017,6
handel_med,7,2018,5
handel_med,7,2019,4
handel_med,7,2020,3
handel_med,7,2021,4
handel_med,7,2022,7
handel_med,7,2023,11
parti_prov,7,2009,9
parti_prov,7,2010,4
parti_prov,7,2011,6
parti_prov,7,2012,11
parti_prov,7,2013,10
parti_prov,7,2014,11
parti_prov,7,2015,9
parti_prov,7,2016,8
parti_prov,7,2017,12
parti_prov,7,2018,8
parti_prov,7,2019,7
parti_prov,7,2020,5
parti_prov,7,2021,8
parti_prov,7,2022,4
parti_prov,7,2023,8
detaljhandel_ut_mot,7,2009,31
detaljhandel_ut_mot,7,2010,26
detaljhandel_ut_mot,7,2011,23
detaljhandel_ut_mot,7,2012,36
detaljhandel_ut_mot,7,2013,26
detaljhandel_ut_mot,7,2014,28
detaljhandel_ut_mot,7,2015,26
detaljhandel_ut_mot,7,2016,18
detaljhandel_ut_mot,7,2017,23
detaljhandel_ut_mot,7,2018,17
detaljhandel_ut_mot,7,2019,30
detaljhandel_ut_mot,7,2020,18
detaljhandel_ut_mot,7,2021,15
detaljhandel_ut_mot,7,2022,25
detaljhandel_ut_mot,7,2023,22
transport_mag,7,2009,10
transport_mag,7,2010,6
transport_mag,7,2011,4
transport_mag,7,2012,6
transport_mag,7,2013,12
transport_mag,7,2014,5
transport_mag,7,2015,3
transport_mag,7,2016,NA
transport_mag,7,2017,3
transport_mag,7,2018,5
transport_mag,7,2019,10
transport_mag,7,2020,3
transport_mag,7,2021,5
transport_mag,7,2022,6
transport_mag,7,2023,6
hotell_logi,7,2009,NA
hotell_logi,7,2010,4
hotell_logi,7,2011,NA
hotell_logi,7,2012,3
hotell_logi,7,2013,NA
hotell_logi,7,2014,NA
hotell_logi,7,2015,NA
hotell_logi,7,2016,3
hotell_logi,7,2017,NA
hotell_logi,7,2018,3
hotell_logi,7,2019,NA
hotell_logi,7,2020,4
hotell_logi,7,2021,NA
hotell_logi,7,2022,NA
hotell_logi,7,2023,NA
restaurang_cate,7,2009,16
restaurang_cate,7,2010,11
restaurang_cate,7,2011,11
restaurang_cate,7,2012,8
restaurang_cate,7,2013,7
restaurang_cate,7,2014,10
restaurang_cate,7,2015,7
restaurang_cate,7,2016,8
restaurang_cate,7,2017,4
restaurang_cate,7,2018,15
restaurang_cate,7,2019,16
restaurang_cate,7,2020,10
restaurang_cate,7,2021,21
restaurang_cate,7,2022,10
restaurang_cate,7,2023,16
information_komm,7,2009,NA
information_komm,7,2010,NA
information_komm,7,2011,NA
information_komm,7,2012,NA
information_komm,7,2013,NA
information_komm,7,2014,4
information_komm,7,2015,3
information_komm,7,2016,5
information_komm,7,2017,3
information_komm,7,2018,NA
information_komm,7,2019,3
information_komm,7,2020,NA
information_komm,7,2021,NA
information_komm,7,2022,4
information_komm,7,2023,7
finans_fast,7,2009,18
finans_fast,7,2010,17
finans_fast,7,2011,14
finans_fast,7,2012,21
finans_fast,7,2013,18
finans_fast,7,2014,15
finans_fast,7,2015,24
finans_fast,7,2016,26
finans_fast,7,2017,14
finans_fast,7,2018,17
finans_fast,7,2019,24
finans_fast,7,2020,14
finans_fast,7,2021,16
finans_fast,7,2022,25
finans_fast,7,2023,23
utbildning_halso,7,2009,9
utbildning_halso,7,2010,4
utbildning_halso,7,2011,8
utbildning_halso,7,2012,8
utbildning_halso,7,2013,6
utbildning_halso,7,2014,14
utbildning_halso,7,2015,12
utbildning_halso,7,2016,7
utbildning_halso,7,2017,8
utbildning_halso,7,2018,12
utbildning_halso,7,2019,10
utbildning_halso,7,2020,10
utbildning_halso,7,2021,11
utbildning_halso,7,2022,10
utbildning_halso,7,2023,19
bransch_ospe,7,2009,110
bransch_ospe,7,2010,23
bransch_ospe,7,2011,20
bransch_ospe,7,2012,19
bransch_ospe,7,2013,15
bransch_ospe,7,2014,6
bransch_ospe,7,2015,7
bransch_ospe,7,2016,10
bransch_ospe,7,2017,10
bransch_ospe,7,2018,10
bransch_ospe,7,2019,10
bransch_ospe,7,2020,7
bransch_ospe,7,2021,4
bransch_ospe,7,2022,7
bransch_ospe,7,2023,6
jord_skog,8,2009,NA
jord_skog,8,2010,NA
jord_skog,8,2011,NA
jord_skog,8,2012,3
jord_skog,8,2013,NA
jord_skog,8,2014,NA
jord_skog,8,2015,NA
jord_skog,8,2016,4
jord_skog,8,2017,NA
jord_skog,8,2018,NA
jord_skog,8,2019,4
jord_skog,8,2020,NA
jord_skog,8,2021,NA
jord_skog,8,2022,NA
jord_skog,8,2023,NA
tillverkning,8,2009,NA
tillverkning,8,2010,NA
tillverkning,8,2011,NA
tillverkning,8,2012,NA
tillverkning,8,2013,7
tillverkning,8,2014,NA
tillverkning,8,2015,3
tillverkning,8,2016,NA
tillverkning,8,2017,4
tillverkning,8,2018,NA
tillverkning,8,2019,NA
tillverkning,8,2020,3
tillverkning,8,2021,NA
tillverkning,8,2022,NA
tillverkning,8,2023,6
bygg,8,2009,7
bygg,8,2010,6
bygg,8,2011,4
bygg,8,2012,3
bygg,8,2013,7
bygg,8,2014,7
bygg,8,2015,4
bygg,8,2016,NA
bygg,8,2017,7
bygg,8,2018,5
bygg,8,2019,7
bygg,8,2020,6
bygg,8,2021,7
bygg,8,2022,NA
bygg,8,2023,4
handel_med,8,2009,NA
handel_med,8,2010,NA
handel_med,8,2011,NA
handel_med,8,2012,NA
handel_med,8,2013,NA
handel_med,8,2014,NA
handel_med,8,2015,NA
handel_med,8,2016,NA
handel_med,8,2017,NA
handel_med,8,2018,NA
handel_med,8,2019,NA
handel_med,8,2020,NA
handel_med,8,2021,NA
handel_med,8,2022,NA
handel_med,8,2023,NA
parti_prov,8,2009,NA
parti_prov,8,2010,NA
parti_prov,8,2011,NA
parti_prov,8,2012,NA
parti_prov,8,2013,NA
parti_prov,8,2014,NA
parti_prov,8,2015,NA
parti_prov,8,2016,NA
parti_prov,8,2017,NA
parti_prov,8,2018,NA
parti_prov,8,2019,NA
parti_prov,8,2020,NA
parti_prov,8,2021,3
parti_prov,8,2022,NA
parti_prov,8,2023,NA
detaljhandel_ut_mot,8,2009,6
detaljhandel_ut_mot,8,2010,6
detaljhandel_ut_mot,8,2011,3
detaljhandel_ut_mot,8,2012,6
detaljhandel_ut_mot,8,2013,4
detaljhandel_ut_mot,8,2014,NA
detaljhandel_ut_mot,8,2015,4
detaljhandel_ut_mot,8,2016,NA
detaljhandel_ut_mot,8,2017,5
detaljhandel_ut_mot,8,2018,3
detaljhandel_ut_mot,8,2019,3
detaljhandel_ut_mot,8,2020,NA
detaljhandel_ut_mot,8,2021,NA
detaljhandel_ut_mot,8,2022,5
detaljhandel_ut_mot,8,2023,4
transport_mag,8,2009,NA
transport_mag,8,2010,NA
transport_mag,8,2011,NA
transport_mag,8,2012,NA
transport_mag,8,2013,NA
transport_mag,8,2014,NA
transport_mag,8,2015,NA
transport_mag,8,2016,3
transport_mag,8,2017,4
transport_mag,8,2018,NA
transport_mag,8,2019,NA
transport_mag,8,2020,NA
transport_mag,8,2021,5
transport_mag,8,2022,NA
transport_mag,8,2023,3
hotell_logi,8,2009,NA
hotell_logi,8,2010,NA
hotell_logi,8,2011,NA
hotell_logi,8,2012,NA
hotell_logi,8,2013,NA
hotell_logi,8,2014,NA
hotell_logi,8,2015,NA
hotell_logi,8,2016,NA
hotell_logi,8,2017,NA
hotell_logi,8,2018,NA
hotell_logi,8,2019,NA
hotell_logi,8,2020,NA
hotell_logi,8,2021,NA
hotell_logi,8,2022,NA
hotell_logi,8,2023,NA
restaurang_cate,8,2009,6
restaurang_cate,8,2010,NA
restaurang_cate,8,2011,3
restaurang_cate,8,2012,6
restaurang_cate,8,2013,7
restaurang_cate,8,2014,NA
restaurang_cate,8,2015,10
restaurang_cate,8,2016,9
restaurang_cate,8,2017,7
restaurang_cate,8,2018,5
restaurang_cate,8,2019,7
restaurang_cate,8,2020,6
restaurang_cate,8,2021,3
restaurang_cate,8,2022,5
restaurang_cate,8,2023,NA
information_komm,8,2009,NA
information_komm,8,2010,NA
information_komm,8,2011,NA
information_komm,8,2012,NA
information_komm,8,2013,NA
information_komm,8,2014,NA
information_komm,8,2015,NA
information_komm,8,2016,NA
information_komm,8,2017,NA
information_komm,8,2018,3
information_komm,8,2019,NA
information_komm,8,2020,NA
information_komm,8,2021,NA
information_komm,8,2022,NA
information_komm,8,2023,3
finans_fast,8,2009,7
finans_fast,8,2010,5
finans_fast,8,2011,NA
finans_fast,8,2012,5
finans_fast,8,2013,NA
finans_fast,8,2014,5
finans_fast,8,2015,4
finans_fast,8,2016,5
finans_fast,8,2017,7
finans_fast,8,2018,7
finans_fast,8,2019,6
finans_fast,8,2020,4
finans_fast,8,2021,3
finans_fast,8,2022,NA
finans_fast,8,2023,10
utbildning_halso,8,2009,NA
utbildning_halso,8,2010,3
utbildning_halso,8,2011,NA
utbildning_halso,8,2012,3
utbildning_halso,8,2013,NA
utbildning_halso,8,2014,NA
utbildning_halso,8,2015,3
utbildning_halso,8,2016,4
utbildning_halso,8,2017,4
utbildning_halso,8,2018,NA
utbildning_halso,8,2019,4
utbildning_halso,8,2020,NA
utbildning_halso,8,2021,NA
utbildning_halso,8,2022,NA
utbildning_halso,8,2023,NA
bransch_ospe,8,2009,3
bransch_ospe,8,2010,NA
bransch_ospe,8,2011,5
bransch_ospe,8,2012,4
bransch_ospe,8,2013,NA
bransch_ospe,8,2014,NA
bransch_ospe,8,2015,NA
bransch_ospe,8,2016,NA
bransch_ospe,8,2017,NA
bransch_ospe,8,2018,NA
bransch_ospe,8,2019,4
bransch_ospe,8,2020,NA
bransch_ospe,8,2021,NA
bransch_ospe,8,2022,NA
bransch_ospe,8,2023,NA
jord_skog,9,2009,3
jord_skog,9,2010,NA
jord_skog,9,2011,NA
jord_skog,9,2012,NA
jord_skog,9,2013,6
jord_skog,9,2014,3
jord_skog,9,2015,NA
jord_skog,9,2016,4
jord_skog,9,2017,NA
jord_skog,9,2018,3
jord_skog,9,2019,4
jord_skog,9,2020,NA
jord_skog,9,2021,4
jord_skog,9,2022,NA
jord_skog,9,2023,NA
tillverkning,9,2009,17
tillverkning,9,2010,10
tillverkning,9,2011,8
tillverkning,9,2012,6
tillverkning,9,2013,6
tillverkning,9,2014,3
tillverkning,9,2015,6
tillverkning,9,2016,9
tillverkning,9,2017,8
tillverkning,9,2018,7
tillverkning,9,2019,4
tillverkning,9,2020,4
tillverkning,9,2021,NA
tillverkning,9,2022,5
tillverkning,9,2023,7
bygg,9,2009,15
bygg,9,2010,11
bygg,9,2011,12
bygg,9,2012,10
bygg,9,2013,15
bygg,9,2014,11
bygg,9,2015,13
bygg,9,2016,8
bygg,9,2017,9
bygg,9,2018,13
bygg,9,2019,12
bygg,9,2020,9
bygg,9,2021,22
bygg,9,2022,10
bygg,9,2023,19
handel_med,9,2009,NA
handel_med,9,2010,NA
handel_med,9,2011,NA
handel_med,9,2012,3
handel_med,9,2013,3
handel_med,9,2014,3
handel_med,9,2015,NA
handel_med,9,2016,NA
handel_med,9,2017,4
handel_med,9,2018,6
handel_med,9,2019,NA
handel_med,9,2020,3
handel_med,9,2021,3
handel_med,9,2022,6
handel_med,9,2023,NA
parti_prov,9,2009,5
parti_prov,9,2010,5
parti_prov,9,2011,4
parti_prov,9,2012,4
parti_prov,9,2013,14
parti_prov,9,2014,5
parti_prov,9,2015,6
parti_prov,9,2016,NA
parti_prov,9,2017,7
parti_prov,9,2018,4
parti_prov,9,2019,NA
parti_prov,9,2020,4
parti_prov,9,2021,NA
parti_prov,9,2022,3
parti_prov,9,2023,8
detaljhandel_ut_mot,9,2009,15
detaljhandel_ut_mot,9,2010,9
detaljhandel_ut_mot,9,2011,11
detaljhandel_ut_mot,9,2012,19
detaljhandel_ut_mot,9,2013,20
detaljhandel_ut_mot,9,2014,12
detaljhandel_ut_mot,9,2015,13
detaljhandel_ut_mot,9,2016,8
detaljhandel_ut_mot,9,2017,16
detaljhandel_ut_mot,9,2018,8
detaljhandel_ut_mot,9,2019,15
detaljhandel_ut_mot,9,2020,16
detaljhandel_ut_mot,9,2021,9
detaljhandel_ut_mot,9,2022,17
detaljhandel_ut_mot,9,2023,13
transport_mag,9,2009,5
transport_mag,9,2010,NA
transport_mag,9,2011,4
transport_mag,9,2012,9
transport_mag,9,2013,5
transport_mag,9,2014,4
transport_mag,9,2015,3
transport_mag,9,2016,NA
transport_mag,9,2017,NA
transport_mag,9,2018,3
transport_mag,9,2019,NA
transport_mag,9,2020,NA
transport_mag,9,2021,NA
transport_mag,9,2022,NA
transport_mag,9,2023,NA
hotell_logi,9,2009,NA
hotell_logi,9,2010,NA
hotell_logi,9,2011,NA
hotell_logi,9,2012,NA
hotell_logi,9,2013,NA
hotell_logi,9,2014,NA
hotell_logi,9,2015,NA
hotell_logi,9,2016,NA
hotell_logi,9,2017,NA
hotell_logi,9,2018,NA
hotell_logi,9,2019,NA
hotell_logi,9,2020,NA
hotell_logi,9,2021,NA
hotell_logi,9,2022,NA
hotell_logi,9,2023,NA
restaurang_cate,9,2009,9
restaurang_cate,9,2010,5
restaurang_cate,9,2011,13
restaurang_cate,9,2012,9
restaurang_cate,9,2013,4
restaurang_cate,9,2014,5
restaurang_cate,9,2015,3
restaurang_cate,9,2016,6
restaurang_cate,9,2017,9
restaurang_cate,9,2018,11
restaurang_cate,9,2019,13
restaurang_cate,9,2020,11
restaurang_cate,9,2021,7
restaurang_cate,9,2022,9
restaurang_cate,9,2023,15
information_komm,9,2009,3
information_komm,9,2010,4
information_komm,9,2011,5
information_komm,9,2012,NA
information_komm,9,2013,NA
information_komm,9,2014,4
information_komm,9,2015,NA
information_komm,9,2016,3
information_komm,9,2017,NA
information_komm,9,2018,5
information_komm,9,2019,NA
information_komm,9,2020,5
information_komm,9,2021,3
information_komm,9,2022,NA
information_komm,9,2023,NA
finans_fast,9,2009,20
finans_fast,9,2010,11
finans_fast,9,2011,17
finans_fast,9,2012,6
finans_fast,9,2013,12
finans_fast,9,2014,12
finans_fast,9,2015,8
finans_fast,9,2016,10
finans_fast,9,2017,13
finans_fast,9,2018,17
finans_fast,9,2019,12
finans_fast,9,2020,15
finans_fast,9,2021,9
finans_fast,9,2022,12
finans_fast,9,2023,19
utbildning_halso,9,2009,5
utbildning_halso,9,2010,3
utbildning_halso,9,2011,7
utbildning_halso,9,2012,5
utbildning_halso,9,2013,4
utbildning_halso,9,2014,6
utbildning_halso,9,2015,7
utbildning_halso,9,2016,4
utbildning_halso,9,2017,4
utbildning_halso,9,2018,7
utbildning_halso,9,2019,8
utbildning_halso,9,2020,NA
utbildning_halso,9,2021,7
utbildning_halso,9,2022,8
utbildning_halso,9,2023,7
bransch_ospe,9,2009,7
bransch_ospe,9,2010,14
bransch_ospe,9,2011,12
bransch_ospe,9,2012,5
bransch_ospe,9,2013,11
bransch_ospe,9,2014,6
bransch_ospe,9,2015,3
bransch_ospe,9,2016,5
bransch_ospe,9,2017,7
bransch_ospe,9,2018,6
bransch_ospe,9,2019,NA
bransch_ospe,9,2020,4
bransch_ospe,9,2021,5
bransch_ospe,9,2022,NA
bransch_ospe,9,2023,5
jord_skog,10,2009,12
jord_skog,10,2010,17
jord_skog,10,2011,10
jord_skog,10,2012,14
jord_skog,10,2013,14
jord_skog,10,2014,16
jord_skog,10,2015,11
jord_skog,10,2016,9
jord_skog,10,2017,12
jord_skog,10,2018,15
jord_skog,10,2019,15
jord_skog,10,2020,17
jord_skog,10,2021,8
jord_skog,10,2022,7
jord_skog,10,2023,15
tillverkning,10,2009,72
tillverkning,10,2010,70
tillverkning,10,2011,78
tillverkning,10,2012,66
tillverkning,10,2013,64
tillverkning,10,2014,69
tillverkning,10,2015,56
tillverkning,10,2016,51
tillverkning,10,2017,49
tillverkning,10,2018,65
tillverkning,10,2019,51
tillverkning,10,2020,47
tillverkning,10,2021,42
tillverkning,10,2022,36
tillverkning,10,2023,46
bygg,10,2009,138
bygg,10,2010,130
bygg,10,2011,144
bygg,10,2012,143
bygg,10,2013,154
bygg,10,2014,185
bygg,10,2015,149
bygg,10,2016,138
bygg,10,2017,179
bygg,10,2018,179
bygg,10,2019,176
bygg,10,2020,168
bygg,10,2021,190
bygg,10,2022,173
bygg,10,2023,227
handel_med,10,2009,44
handel_med,10,2010,25
handel_med,10,2011,32
handel_med,10,2012,34
handel_med,10,2013,32
handel_med,10,2014,28
handel_med,10,2015,54
handel_med,10,2016,31
handel_med,10,2017,35
handel_med,10,2018,38
handel_med,10,2019,49
handel_med,10,2020,31
handel_med,10,2021,38
handel_med,10,2022,41
handel_med,10,2023,48
parti_prov,10,2009,128
parti_prov,10,2010,75
parti_prov,10,2011,87
parti_prov,10,2012,91
parti_prov,10,2013,103
parti_prov,10,2014,93
parti_prov,10,2015,83
parti_prov,10,2016,72
parti_prov,10,2017,86
parti_prov,10,2018,97
parti_prov,10,2019,103
parti_prov,10,2020,110
parti_prov,10,2021,58
parti_prov,10,2022,66
parti_prov,10,2023,80
detaljhandel_ut_mot,10,2009,115
detaljhandel_ut_mot,10,2010,99
detaljhandel_ut_mot,10,2011,130
detaljhandel_ut_mot,10,2012,120
detaljhandel_ut_mot,10,2013,142
detaljhandel_ut_mot,10,2014,133
detaljhandel_ut_mot,10,2015,111
detaljhandel_ut_mot,10,2016,94
detaljhandel_ut_mot,10,2017,128
detaljhandel_ut_mot,10,2018,111
detaljhandel_ut_mot,10,2019,129
detaljhandel_ut_mot,10,2020,95
detaljhandel_ut_mot,10,2021,90
detaljhandel_ut_mot,10,2022,115
detaljhandel_ut_mot,10,2023,155
transport_mag,10,2009,49
transport_mag,10,2010,53
transport_mag,10,2011,45
transport_mag,10,2012,58
transport_mag,10,2013,69
transport_mag,10,2014,57
transport_mag,10,2015,80
transport_mag,10,2016,51
transport_mag,10,2017,59
transport_mag,10,2018,73
transport_mag,10,2019,68
transport_mag,10,2020,68
transport_mag,10,2021,55
transport_mag,10,2022,54
transport_mag,10,2023,68
hotell_logi,10,2009,NA
hotell_logi,10,2010,NA
hotell_logi,10,2011,12
hotell_logi,10,2012,5
hotell_logi,10,2013,5
hotell_logi,10,2014,6
hotell_logi,10,2015,4
hotell_logi,10,2016,6
hotell_logi,10,2017,NA
hotell_logi,10,2018,7
hotell_logi,10,2019,3
hotell_logi,10,2020,10
hotell_logi,10,2021,8
hotell_logi,10,2022,3
hotell_logi,10,2023,4
restaurang_cate,10,2009,53
restaurang_cate,10,2010,57
restaurang_cate,10,2011,60
restaurang_cate,10,2012,54
restaurang_cate,10,2013,55
restaurang_cate,10,2014,82
restaurang_cate,10,2015,63
restaurang_cate,10,2016,45
restaurang_cate,10,2017,76
restaurang_cate,10,2018,73
restaurang_cate,10,2019,72
restaurang_cate,10,2020,108
restaurang_cate,10,2021,74
restaurang_cate,10,2022,87
restaurang_cate,10,2023,96
information_komm,10,2009,43
information_komm,10,2010,33
information_komm,10,2011,36
information_komm,10,2012,34
information_komm,10,2013,41
information_komm,10,2014,39
information_komm,10,2015,33
information_komm,10,2016,22
information_komm,10,2017,35
information_komm,10,2018,49
information_komm,10,2019,45
information_komm,10,2020,39
information_komm,10,2021,33
information_komm,10,2022,35
information_komm,10,2023,63
finans_fast,10,2009,164
finans_fast,10,2010,183
finans_fast,10,2011,175
finans_fast,10,2012,169
finans_fast,10,2013,236
finans_fast,10,2014,233
finans_fast,10,2015,205
finans_fast,10,2016,162
finans_fast,10,2017,156
finans_fast,10,2018,179
finans_fast,10,2019,186
finans_fast,10,2020,253
finans_fast,10,2021,198
finans_fast,10,2022,194
finans_fast,10,2023,228
utbildning_halso,10,2009,55
utbildning_halso,10,2010,53
utbildning_halso,10,2011,51
utbildning_halso,10,2012,57
utbildning_halso,10,2013,59
utbildning_halso,10,2014,65
utbildning_halso,10,2015,56
utbildning_halso,10,2016,52
utbildning_halso,10,2017,86
utbildning_halso,10,2018,58
utbildning_halso,10,2019,87
utbildning_halso,10,2020,83
utbildning_halso,10,2021,75
utbildning_halso,10,2022,80
utbildning_halso,10,2023,91
bransch_ospe,10,2009,153
bransch_ospe,10,2010,150
bransch_ospe,10,2011,142
bransch_ospe,10,2012,134
bransch_ospe,10,2013,130
bransch_ospe,10,2014,92
bransch_ospe,10,2015,88
bransch_ospe,10,2016,95
bransch_ospe,10,2017,80
bransch_ospe,10,2018,79
bransch_ospe,10,2019,70
bransch_ospe,10,2020,97
bransch_ospe,10,2021,61
bransch_ospe,10,2022,55
bransch_ospe,10,2023,84
jord_skog,11,2009,NA
jord_skog,11,2010,NA
jord_skog,11,2011,3
jord_skog,11,2012,3
jord_skog,11,2013,3
jord_skog,11,2014,6
jord_skog,11,2015,NA
jord_skog,11,2016,NA
jord_skog,11,2017,6
jord_skog,11,2018,3
jord_skog,11,2019,3
jord_skog,11,2020,NA
jord_skog,11,2021,NA
jord_skog,11,2022,NA
jord_skog,11,2023,NA
tillverkning,11,2009,14
tillverkning,11,2010,15
tillverkning,11,2011,20
tillverkning,11,2012,13
tillverkning,11,2013,12
tillverkning,11,2014,10
tillverkning,11,2015,20
tillverkning,11,2016,14
tillverkning,11,2017,10
tillverkning,11,2018,11
tillverkning,11,2019,6
tillverkning,11,2020,12
tillverkning,11,2021,10
tillverkning,11,2022,11
tillverkning,11,2023,10
bygg,11,2009,20
bygg,11,2010,26
bygg,11,2011,25
bygg,11,2012,35
bygg,11,2013,33
bygg,11,2014,35
bygg,11,2015,26
bygg,11,2016,24
bygg,11,2017,30
bygg,11,2018,33
bygg,11,2019,25
bygg,11,2020,31
bygg,11,2021,24
bygg,11,2022,35
bygg,11,2023,38
handel_med,11,2009,8
handel_med,11,2010,7
handel_med,11,2011,10
handel_med,11,2012,5
handel_med,11,2013,3
handel_med,11,2014,7
handel_med,11,2015,3
handel_med,11,2016,9
handel_med,11,2017,7
handel_med,11,2018,5
handel_med,11,2019,4
handel_med,11,2020,9
handel_med,11,2021,9
