sni_id,year,bnp_fast
travaru_mass,2013,69324
travaru_mass,2014,69111
travaru_mass,2015,71275
travaru_mass,2016,70149
travaru_mass,2017,74142
travaru_mass,2018,74293
travaru_mass,2019,71712
travaru_mass,2020,69980
travaru_mass,2021,69863
travaru_mass,2022,77170
travaru_mass,2023,63612
utbildning,2008,34356
utbildning,2009,36904
utbildning,2010,37469
utbildning,2011,40738
utbildning,2012,39890
utbildning,2013,41683
utbildning,2014,41414
utbildning,2015,43189
utbildning,2016,43833
utbildning,2017,44479
utbildning,2018,44700
utbildning,2019,45914
utbildning,2020,45912
utbildning,2021,48718
utbildning,2022,50671
utbildning,2023,48580
uthyrning_avf,2008,126284
uthyrning_avf,2009,118214
uthyrning_avf,2010,125433
uthyrning_avf,2011,134631
uthyrning_avf,2012,132060
uthyrning_avf,2013,131290
uthyrning_avf,2014,136334
uthyrning_avf,2015,147195
uthyrning_avf,2016,154755
uthyrning_avf,2017,157218
uthyrning_avf,2018,161206
uthyrning_avf,2019,160659
uthyrning_avf,2020,147127
uthyrning_avf,2021,157681
uthyrning_avf,2022,175089
uthyrning_avf,2023,186495
uthyrningsfirmor,2008,19556
uthyrningsfirmor,2009,19666
uthyrningsfirmor,2010,21302
uthyrningsfirmor,2011,22229
uthyrningsfirmor,2012,21474
uthyrningsfirmor,2013,21113
uthyrningsfirmor,2014,22091
uthyrningsfirmor,2015,24055
uthyrningsfirmor,2016,27134
uthyrningsfirmor,2017,28907
uthyrningsfirmor,2018,30818
uthyrningsfirmor,2019,28720
uthyrningsfirmor,2020,30640
uthyrningsfirmor,2021,29877
uthyrningsfirmor,2022,34096
uthyrningsfirmor,2023,46096
utvinning_min,2008,31050
utvinning_min,2009,27160
utvinning_min,2010,32389
utvinning_min,2011,31146
utvinning_min,2012,29635
utvinning_min,2013,26707
utvinning_min,2014,24666
utvinning_min,2015,25842
utvinning_min,2016,26873
utvinning_min,2017,30017
utvinning_min,2018,30911
utvinning_min,2019,30829
utvinning_min,2020,31031
utvinning_min,2021,32727
utvinning_min,2022,26893
utvinning_min,2023,24932
vard,2008,37288
vard,2009,40915
vard,2010,46771
vard,2011,50837
vard,2012,52996
vard,2013,56874
vard,2014,59905
vard,2015,64367
vard,2016,72070
vard,2017,66540
vard,2018,63717
vard,2019,60699
vard,2020,58936
vard,2021,59844
vard,2022,57262
vard,2023,55914
vatt_och_avl,2008,23304
vatt_och_avl,2009,27497
vatt_och_avl,2010,20555
vatt_och_avl,2011,18712
vatt_och_avl,2012,20778
vatt_och_avl,2013,24669
vatt_och_avl,2014,22966
vatt_och_avl,2015,28157
vatt_och_avl,2016,26401
vatt_och_avl,2017,18687
vatt_och_avl,2018,19267
vatt_och_avl,2019,21345
vatt_och_avl,2020,22148
vatt_och_avl,2021,16667
vatt_och_avl,2022,17951
vatt_och_avl,2023,18894
vattenforsorjning_e,2008,5285
vattenforsorjning_e,2009,3992
vattenforsorjning_e,2010,3394
vattenforsorjning_e,2011,3793
vattenforsorjning_e,2012,4632
vattenforsorjning_e,2013,4979
vattenforsorjning_e,2014,5033
vattenforsorjning_e,2015,5601
vattenforsorjning_e,2016,5527
vattenforsorjning_e,2017,5274
vattenforsorjning_e,2018,5342
vattenforsorjning_e,2019,5265
vattenforsorjning_e,2020,5281
vattenforsorjning_e,2021,5480
vattenforsorjning_e,2022,6186
vattenforsorjning_e,2023,6029
