sni_id,year,and_d_fast
el_gas,2000,0.79929974019023
el_gas,2001,0.798554110367471
el_gas,2002,0.771376630556117
el_gas,2003,0.759454356545152
el_gas,2004,0.770738869025028
el_gas,2005,0.783993165446673
el_gas,2006,0.758096252731364
el_gas,2007,0.760281673471803
el_gas,2008,0.762950115459468
el_gas,2009,0.743980308554244
el_gas,2010,0.777395850485757
el_gas,2011,0.788215714385972
el_gas,2012,0.788625735137816
el_gas,2013,0.751790918492056
el_gas,2014,0.765132618845307
el_gas,2015,0.740214238283298
el_gas,2016,0.738175029171529
el_gas,2017,0.780205518590619
el_gas,2018,0.750685495670268
el_gas,2019,0.764075442131184
el_gas,2020,0.794566217622833
el_gas,2021,0.811711540455535
el_gas,2022,0.776587943289083
el_gas,2023,
