sni_id,year,bnp_lop
textil_bekl,2021,4767
textil_bekl,2022,5379
textil_bekl,2023,5696
tillverkning_mob,2008,21795
tillverkning_mob,2009,20767
tillverkning_mob,2010,20817
tillverkning_mob,2011,22326
tillverkning_mob,2012,20880
tillverkning_mob,2013,18728
tillverkning_mob,2014,20049
tillverkning_mob,2015,19699
tillverkning_mob,2016,21958
tillverkning_mob,2017,19125
tillverkning_mob,2018,18466
tillverkning_mob,2019,19827
tillverkning_mob,2020,22746
tillverkning_mob,2021,22520
tillverkning_mob,2022,20130
tillverkning_mob,2023,21266
tillverkning_utv,2008,547687
tillverkning_utv,2009,469202
tillverkning_utv,2010,556461
tillverkning_utv,2011,576076
tillverkning_utv,2012,548165
tillverkning_utv,2013,527474
tillverkning_utv,2014,534473
tillverkning_utv,2015,597730
tillverkning_utv,2016,610290
tillverkning_utv,2017,636765
tillverkning_utv,2018,669521
tillverkning_utv,2019,697652
tillverkning_utv,2020,665415
tillverkning_utv,2021,751376
tillverkning_utv,2022,837819
tillverkning_utv,2023,860598
tillverkningsindustrin_c,2008,527662
tillverkningsindustrin_c,2009,458018
tillverkningsindustrin_c,2010,529889
tillverkningsindustrin_c,2011,547046
tillverkningsindustrin_c,2012,524252
tillverkningsindustrin_c,2013,508423
tillverkningsindustrin_c,2014,517018
tillverkningsindustrin_c,2015,582071
tillverkningsindustrin_c,2016,593561
tillverkningsindustrin_c,2017,610777
tillverkningsindustrin_c,2018,641564
tillverkningsindustrin_c,2019,662052
tillverkningsindustrin_c,2020,634384
tillverkningsindustrin_c,2021,698849
tillverkningsindustrin_c,2022,796047
tillverkningsindustrin_c,2023,822827
transport_mag,2008,146364
transport_mag,2009,133026
transport_mag,2010,140032
transport_mag,2011,148688
transport_mag,2012,149340
transport_mag,2013,148772
transport_mag,2014,153098
transport_mag,2015,157981
transport_mag,2016,163309
transport_mag,2017,170238
transport_mag,2018,172052
transport_mag,2019,179410
transport_mag,2020,158820
transport_mag,2021,173418
transport_mag,2022,199134
transport_mag,2023,206068
travaru_mass,2008,64492
travaru_mass,2009,61911
travaru_mass,2010,66534
travaru_mass,2011,63520
travaru_mass,2012,60266
travaru_mass,2013,58537
travaru_mass,2014,65376
travaru_mass,2015,68485
travaru_mass,2016,66352
travaru_mass,2017,69895
travaru_mass,2018,78447
travaru_mass,2019,73304
travaru_mass,2020,69980
travaru_mass,2021,93268
travaru_mass,2022,109444
travaru_mass,2023,71054
utbildning,2008,23040
utbildning,2009,25652
utbildning,2010,27074
utbildning,2011,30689
utbildning,2012,31132
utbildning,2013,33138
utbildning,2014,34695
utbildning,2015,37565
utbildning,2016,39180
utbildning,2017,40934
utbildning,2018,42933
utbildning,2019,44724
utbildning,2020,45912
utbildning,2021,50078
utbildning,2022,53624
utbildning,2023,53481
uthyrning_avf,2008,96187
uthyrning_avf,2009,91241
uthyrning_avf,2010,100616
uthyrning_avf,2011,110176
uthyrning_avf,2012,110665
uthyrning_avf,2013,112608
uthyrning_avf,2014,117610
uthyrning_avf,2015,129022
uthyrning_avf,2016,139820
uthyrning_avf,2017,148861
uthyrning_avf,2018,157297
uthyrning_avf,2019,158408
uthyrning_avf,2020,147127
uthyrning_avf,2021,160598
uthyrning_avf,2022,185788
uthyrning_avf,2023,211437
uthyrningsfirmor,2008,18434
uthyrningsfirmor,2009,17993
uthyrningsfirmor,2010,19648
uthyrningsfirmor,2011,20956
uthyrningsfirmor,2012,20443
uthyrningsfirmor,2013,19986
uthyrningsfirmor,2014,20723
uthyrningsfirmor,2015,22445
uthyrningsfirmor,2016,25451
uthyrningsfirmor,2017,27216
uthyrningsfirmor,2018,29707
uthyrningsfirmor,2019,28890
uthyrningsfirmor,2020,30640
uthyrningsfirmor,2021,30468
uthyrningsfirmor,2022,35086
uthyrningsfirmor,2023,50454
utvinning_min,2008,20025
utvinning_min,2009,11184
utvinning_min,2010,26572
utvinning_min,2011,29030
utvinning_min,2012,23913
utvinning_min,2013,19051
utvinning_min,2014,17455
utvinning_min,2015,15659
utvinning_min,2016,16729
utvinning_min,2017,25988
utvinning_min,2018,27957
utvinning_min,2019,35600
utvinning_min,2020,31031
utvinning_min,2021,52527
utvinning_min,2022,41772
utvinning_min,2023,37771
vard,2008,25917
vard,2009,28955
vard,2010,33417
vard,2011,37843
vard,2012,40756
vard,2013,44918
vard,2014,48917
vard,2015,54084
vard,2016,61724
vard,2017,59540
vard,2018,58633
vard,2019,58275
vard,2020,58936
vard,2021,60205
vard,2022,61647
vard,2023,63894
vatt_och_avl,2008,15229
vatt_och_avl,2009,14232
vatt_och_avl,2010,14497
vatt_och_avl,2011,14825
vatt_och_avl,2012,16075
vatt_och_avl,2013,16974
vatt_och_avl,2014,16361
vatt_och_avl,2015,19625
vatt_och_avl,2016,18776
vatt_och_avl,2017,19197
vatt_och_avl,2018,20518
vatt_och_avl,2019,21061
vatt_och_avl,2020,22148
vatt_och_avl,2021,25373
vatt_och_avl,2022,29474
vatt_och_avl,2023,30294
vattenforsorjning_e,2008,3641
vattenforsorjning_e,2009,3049
vattenforsorjning_e,2010,2591
vattenforsorjning_e,2011,2914
vattenforsorjning_e,2012,3672
vattenforsorjning_e,2013,3974
vattenforsorjning_e,2014,4235
vattenforsorjning_e,2015,4528
vattenforsorjning_e,2016,4699
vattenforsorjning_e,2017,4558
vattenforsorjning_e,2018,4554
vattenforsorjning_e,2019,4702
vattenforsorjning_e,2020,5281
vattenforsorjning_e,2021,5588
vattenforsorjning_e,2022,5720
vattenforsorjning_e,2023,6393
