country,year,arbk_med
tilv_ind,2007,
tilv_ind,2008,647
tilv_ind,2009,585.7
tilv_ind,2010,574.5
tilv_ind,2011,582.6
tilv_ind,2012,571.1
tilv_ind,2013,558.6
tilv_ind,2014,551.9
tilv_ind,2015,542.1
tilv_ind,2016,533
tilv_ind,2017,545.7
tilv_ind,2018,558.8
tilv_ind,2019,556.3
tilv_ind,2020,546.3
tilv_ind,2021,551.4
tilv_ind,2022,567.9
tilv_ind,2023,
livs_dk,2003,
livs_dk,2004,
livs_dk,2005,
livs_dk,2006,
livs_dk,2007,
livs_dk,2008,61.1
livs_dk,2009,60
livs_dk,2010,59.1
livs_dk,2011,58.9
livs_dk,2012,58.4
livs_dk,2013,57.8
livs_dk,2014,57.5
livs_dk,2015,58.1
livs_dk,2016,57.5
livs_dk,2017,58.2
livs_dk,2018,58.7
livs_dk,2019,57.8
livs_dk,2020,55.9
livs_dk,2021,56.1
livs_dk,2022,57
livs_dk,2023,
tilv_txtl,2003,
tilv_txtl,2004,
tilv_txtl,2005,
tilv_txtl,2006,
tilv_txtl,2007,
tilv_txtl,2008,10.7
tilv_txtl,2009,9.6
tilv_txtl,2010,9.4
tilv_txtl,2011,8.8
tilv_txtl,2012,8.3
tilv_txtl,2013,8.4
tilv_txtl,2014,8.3
tilv_txtl,2015,8.1
tilv_txtl,2016,7.9
tilv_txtl,2017,8.1
tilv_txtl,2018,7.8
tilv_txtl,2019,7.9
tilv_txtl,2020,7.5
tilv_txtl,2021,7.4
tilv_txtl,2022,7.7
tilv_txtl,2023,
ind_tra,2003,
ind_tra,2004,
ind_tra,2005,
ind_tra,2006,
ind_tra,2007,
ind_tra,2008,36.6
ind_tra,2009,32.4
ind_tra,2010,32.8
ind_tra,2011,32.4
ind_tra,2012,30.6
ind_tra,2013,28.8
ind_tra,2014,28.9
ind_tra,2015,29.6
ind_tra,2016,30.4
ind_tra,2017,31.6
ind_tra,2018,32.1
ind_tra,2019,31.1
ind_tra,2020,31.6
ind_tra,2021,33.2
ind_tra,2022,34.3
ind_tra,2023,
trv_msa,2003,
trv_msa,2004,
trv_msa,2005,
trv_msa,2006,
trv_msa,2007,
trv_msa,2008,90.9
trv_msa,2009,83.3
trv_msa,2010,81
trv_msa,2011,79.4
trv_msa,2012,76.1
trv_msa,2013,72.2
trv_msa,2014,70.9
trv_msa,2015,71.1
trv_msa,2016,69.6
trv_msa,2017,70.5
trv_msa,2018,70.3
trv_msa,2019,68.3
trv_msa,2020,67.7
trv_msa,2021,68.5
trv_msa,2022,70.3
trv_msa,2023,
msa_ppr,2003,
msa_ppr,2004,
msa_ppr,2005,
msa_ppr,2006,
msa_ppr,2007,
msa_ppr,2008,34.7
msa_ppr,2009,32.9
msa_ppr,2010,31.3
msa_ppr,2011,31
msa_ppr,2012,30.5
msa_ppr,2013,29.3
msa_ppr,2014,28.4
msa_ppr,2015,27.9
msa_ppr,2016,27
msa_ppr,2017,27.3
msa_ppr,2018,27.3
msa_ppr,2019,27.3
msa_ppr,2020,27.2
msa_ppr,2021,27
msa_ppr,2022,27.8
msa_ppr,2023,
grf_rep,2003,
grf_rep,2004,
grf_rep,2005,
grf_rep,2006,
grf_rep,2007,
grf_rep,2008,19.6
grf_rep,2009,18
grf_rep,2010,16.9
grf_rep,2011,16
grf_rep,2012,15
grf_rep,2013,14.1
grf_rep,2014,13.6
grf_rep,2015,13.6
grf_rep,2016,12.2
grf_rep,2017,11.6
grf_rep,2018,10.9
grf_rep,2019,9.9
grf_rep,2020,8.9
grf_rep,2021,8.3
grf_rep,2022,8.2
grf_rep,2023,
ind_stn,2003,
ind_stn,2004,
ind_stn,2005,
ind_stn,2006,
ind_stn,2007,
ind_stn,2008,2.5
ind_stn,2009,2.4
ind_stn,2010,2.5
ind_stn,2011,2.5
ind_stn,2012,2.5
ind_stn,2013,2.5
ind_stn,2014,2.3
ind_stn,2015,2.5
ind_stn,2016,2.7
ind_stn,2017,2.8
ind_stn,2018,2.9
ind_stn,2019,2.9
ind_stn,2020,2.9
ind_stn,2021,2.8
ind_stn,2022,2.8
ind_stn,2023,
tilv_kem,2003,
tilv_kem,2004,
tilv_kem,2005,
tilv_kem,2006,
tilv_kem,2007,
tilv_kem,2008,35.7
tilv_kem,2009,33.2
tilv_kem,2010,31.9
tilv_kem,2011,31.1
tilv_kem,2012,29.9
tilv_kem,2013,29.9
tilv_kem,2014,29.5
tilv_kem,2015,29.6
tilv_kem,2016,29.1
tilv_kem,2017,30.2
tilv_kem,2018,30.8
tilv_kem,2019,31.4
tilv_kem,2020,32.4
tilv_kem,2021,33.4
tilv_kem,2022,33.8
tilv_kem,2023,
gmi_pls,2003,
