country,year,arbk_tim
livs_dk,2006,
livs_dk,2007,
livs_dk,2008,104
livs_dk,2009,102
livs_dk,2010,105
livs_dk,2011,101
livs_dk,2012,98
livs_dk,2013,96
livs_dk,2014,96
livs_dk,2015,97
livs_dk,2016,98
livs_dk,2017,102
livs_dk,2018,95
livs_dk,2019,95
livs_dk,2020,94
livs_dk,2021,93
livs_dk,2022,91
livs_dk,2023,
tilv_txtl,2003,
tilv_txtl,2004,
tilv_txtl,2005,
tilv_txtl,2006,
tilv_txtl,2007,
tilv_txtl,2008,19
tilv_txtl,2009,15
tilv_txtl,2010,15
tilv_txtl,2011,15
tilv_txtl,2012,14
tilv_txtl,2013,15
tilv_txtl,2014,15
tilv_txtl,2015,15
tilv_txtl,2016,13
tilv_txtl,2017,14
tilv_txtl,2018,14
tilv_txtl,2019,13
tilv_txtl,2020,12
tilv_txtl,2021,11
tilv_txtl,2022,12
tilv_txtl,2023,
ind_tra,2003,
ind_tra,2004,
ind_tra,2005,
ind_tra,2006,
ind_tra,2007,
ind_tra,2008,64
ind_tra,2009,55
ind_tra,2010,57
ind_tra,2011,58
ind_tra,2012,55
ind_tra,2013,52
ind_tra,2014,52
ind_tra,2015,54
ind_tra,2016,54
ind_tra,2017,55
ind_tra,2018,53
ind_tra,2019,52
ind_tra,2020,52
ind_tra,2021,58
ind_tra,2022,58
ind_tra,2023,
trv_msa,2003,
trv_msa,2004,
trv_msa,2005,
trv_msa,2006,
trv_msa,2007,
trv_msa,2008,162
trv_msa,2009,145
trv_msa,2010,145
trv_msa,2011,143
trv_msa,2012,137
trv_msa,2013,129
trv_msa,2014,127
trv_msa,2015,127
trv_msa,2016,125
trv_msa,2017,125
trv_msa,2018,122
trv_msa,2019,116
trv_msa,2020,112
trv_msa,2021,118
trv_msa,2022,120
trv_msa,2023,
msa_ppr,2003,
msa_ppr,2004,
msa_ppr,2005,
msa_ppr,2006,
msa_ppr,2007,
msa_ppr,2008,62
msa_ppr,2009,58
msa_ppr,2010,57
